experiment_id,timestamp_utc,status,protocol,source_domains,target_domain,backbone,head,method,loss,imbalance_strategy,image_size,batch_size,accumulation_steps,effective_batch_size,learning_rate,weight_decay,epochs_planned,epochs_run,seed,deterministic,n_train,n_val,n_test,best_epoch,best_val_qwk,best_val_loss,best_checkpoint,test_qwk,test_f1_macro,test_accuracy,test_balanced_accuracy,test_mae_grade,test_within_1_grade,test_severe_error_rate,test_auroc_macro,test_ece,test_nll,test_brier,train_seconds,peak_vram_gb,params_total_m,params_trainable_m,predictions_path,history_path,config_json,notes,domain_balanced,irm_anneal_iters,trainable_blocks
lodo_aptos-ddr-idrid__eyepacs_densenet121_erm-b32_s2,2026-08-20T23:03:57+00:00,COMPLETE,lodo,"[""ddr"", ""aptos"", ""idrid""]",eyepacs,densenet121,linear,erm,cross_entropy,none,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,2,False,11841.0,2276.0,35108.0,19.0,0.8848500887325259,0.4560235061588982,D:\Research Code\dr_domain_generalization\outputs\checkpoints\lodo_aptos-ddr-idrid__eyepacs_densenet121_erm-b32_s2\best_qwk.pt,0.4236528449876562,0.3815776931708503,0.6086077247351032,0.3946708206166466,0.6487410276859975,0.7593710835137291,0.2406289164862709,0.7693848346911673,0.2760148986841275,1.8571868038880743,0.6520390950339106,1097.7,2.28,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\lodo_aptos-ddr-idrid__eyepacs_densenet121_erm-b32_s2__target_test[eyepacs]_predictions.csv,D:\Research Code\dr_domain_generalization\outputs\logs\lodo_aptos-ddr-idrid__eyepacs_densenet121_erm-b32_s2_history.csv,"{""epochs"": 20, ""batch_size"": 32, ""accumulation_steps"": 1, ""learning_rate"": 0.0003, ""head_learning_rate"": null, ""weight_decay"": 0.0001, ""warmup_epochs"": 1, ""scheduler"": ""cosine"", ""min_learning_rate"": 1e-06, ""amp"": true, ""grad_clip_norm"": 1.0, ""early_stopping_patience"": 6, ""monitor"": ""qwk"", ""monitor_mode"": ""max"", ""log_every_n_steps"": 50, ""num_classes"": 5, ""seed"": 2, ""show_progress"": true, ""effective_batch_size"": 32, ""method"": ""erm"", ""imbalance_strategy"": ""none"", ""ordinal"": false, ""domain_generalization"": ""none"", ""backbone"": ""densenet121"", ""pretrained"": true, ""head"": ""linear"", ""dropout"": 0.2, ""image_size"": 224, ""trainable_blocks"": null, ""mixstyle"": false, ""strategy"": ""none"", ""label_smoothing"": 0.0, ""loss"": ""cross_entropy"", ""prediction_rule"": ""argmax_softmax""}","Full leave-one-domain-out, batch 32; temperature fitted on source validation only",False,500.0,-1.0
single_source_ddr__aptos_densenet121_erm-b32_s42,2026-08-21T09:55:27+00:00,COMPLETE,single_source,"[""ddr""]",aptos,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,42,False,8697.0,1865.0,3504.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_ddr__ddr_densenet121_erm-b32_s42\best_qwk.pt,0.7818461513808879,0.4454740634910418,0.7077625570776256,0.4513850929080796,0.4072488584474886,0.8889840182648402,0.1110159817351598,0.7896567598199077,0.1946975495921422,1.5762079129963118,0.5092406340988334,800.7,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_ddr__aptos_densenet121_erm-b32_s42__target_test[aptos]_predictions.csv,,,"Single-source: trained on ddr only (8697 images), evaluated on unseen aptos. Checkpoint shared with single_source_ddr__ddr_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_ddr__idrid_densenet121_erm-b32_s42,2026-08-21T09:55:39+00:00,COMPLETE,single_source,"[""ddr""]",idrid,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,42,False,8697.0,1865.0,507.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_ddr__ddr_densenet121_erm-b32_s42\best_qwk.pt,0.600082482812744,0.4303135683026747,0.5226824457593688,0.4205947991883177,0.7041420118343196,0.777120315581854,0.2228796844181459,0.828167367822241,0.3496841588434147,2.5433106692962566,0.7794971830181948,800.7,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_ddr__idrid_densenet121_erm-b32_s42__target_test[idrid]_predictions.csv,,,"Single-source: trained on ddr only (8697 images), evaluated on unseen idrid. Checkpoint shared with single_source_ddr__ddr_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_ddr__eyepacs_densenet121_erm-b32_s42,2026-08-21T09:56:36+00:00,COMPLETE,single_source,"[""ddr""]",eyepacs,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,42,False,8697.0,1865.0,35108.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_ddr__ddr_densenet121_erm-b32_s42\best_qwk.pt,0.3719995698302812,0.3477744605702286,0.5740571949413239,0.3730666629271238,0.7233963768941551,0.7237381793323459,0.2762618206676541,0.7583463458826127,0.290389256548254,1.9942366733664816,0.7043319080968203,800.7,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_ddr__eyepacs_densenet121_erm-b32_s42__target_test[eyepacs]_predictions.csv,,,"Single-source: trained on ddr only (8697 images), evaluated on unseen eyepacs. Checkpoint shared with single_source_ddr__ddr_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_aptos__ddr_densenet121_erm-b32_s42,2026-08-21T09:59:58+00:00,COMPLETE,single_source,"[""aptos""]",ddr,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,16.0,42,False,2809.0,341.0,12424.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_aptos__aptos_densenet121_erm-b32_s42\best_qwk.pt,0.568024097720836,0.3795407380373671,0.6179169349645847,0.3974389215919494,0.7036381197681906,0.714343206696716,0.285656793303284,0.7842600212157438,0.2893242292988899,2.337311482367503,0.6643287803610771,177.1,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_aptos__ddr_densenet121_erm-b32_s42__target_test[ddr]_predictions.csv,,,"Single-source: trained on aptos only (2809 images), evaluated on unseen ddr. Checkpoint shared with single_source_aptos__aptos_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_aptos__idrid_densenet121_erm-b32_s42,2026-08-21T10:00:05+00:00,COMPLETE,single_source,"[""aptos""]",idrid,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,16.0,42,False,2809.0,341.0,507.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_aptos__aptos_densenet121_erm-b32_s42\best_qwk.pt,0.7227717850574141,0.4164210242883618,0.504930966469428,0.4572174221795862,0.6193293885601578,0.893491124260355,0.1065088757396449,0.8085982022423117,0.3074327164147732,1.896067549819736,0.7707605580548472,177.1,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_aptos__idrid_densenet121_erm-b32_s42__target_test[idrid]_predictions.csv,,,"Single-source: trained on aptos only (2809 images), evaluated on unseen idrid. Checkpoint shared with single_source_aptos__aptos_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_aptos__eyepacs_densenet121_erm-b32_s42,2026-08-21T10:00:52+00:00,COMPLETE,single_source,"[""aptos""]",eyepacs,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,16.0,42,False,2809.0,341.0,35108.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_aptos__aptos_densenet121_erm-b32_s42\best_qwk.pt,0.4325489360828797,0.344154354895206,0.7096103452204626,0.3311802182790194,0.4798051726102313,0.838526831491398,0.161473168508602,0.7422426344085565,0.2176625055605918,1.7556556437819577,0.5026789848057049,177.1,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_aptos__eyepacs_densenet121_erm-b32_s42__target_test[eyepacs]_predictions.csv,,,"Single-source: trained on aptos only (2809 images), evaluated on unseen eyepacs. Checkpoint shared with single_source_aptos__aptos_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_idrid__ddr_densenet121_erm-b32_s42,2026-08-21T10:01:42+00:00,COMPLETE,single_source,"[""idrid""]",ddr,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,14.0,42,False,335.0,70.0,12424.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_idrid__idrid_densenet121_erm-b32_s42\best_qwk.pt,0.5155680962703995,0.356314259003797,0.5912749517063748,0.3975427888367465,0.7573245331616226,0.690920798454604,0.309079201545396,0.7561856166708334,0.1740754778039355,1.229585795890343,0.6049363548185008,28.2,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_idrid__ddr_densenet121_erm-b32_s42__target_test[ddr]_predictions.csv,,,"Single-source: trained on idrid only (335 images), evaluated on unseen ddr. Checkpoint shared with single_source_idrid__idrid_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_idrid__aptos_densenet121_erm-b32_s42,2026-08-21T10:01:54+00:00,COMPLETE,single_source,"[""idrid""]",aptos,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,14.0,42,False,335.0,70.0,3504.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_idrid__idrid_densenet121_erm-b32_s42\best_qwk.pt,0.5970980914819061,0.3256186792833572,0.5211187214611872,0.382283581472133,0.7448630136986302,0.7665525114155252,0.2334474885844749,0.7030323027541996,0.1439802577489451,1.369476672263275,0.6581935057128772,28.2,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_idrid__aptos_densenet121_erm-b32_s42__target_test[aptos]_predictions.csv,,,"Single-source: trained on idrid only (335 images), evaluated on unseen aptos. Checkpoint shared with single_source_idrid__idrid_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_idrid__eyepacs_densenet121_erm-b32_s42,2026-08-21T10:02:40+00:00,COMPLETE,single_source,"[""idrid""]",eyepacs,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,14.0,42,False,335.0,70.0,35108.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_idrid__idrid_densenet121_erm-b32_s42\best_qwk.pt,0.2361115292701627,0.2591310473202676,0.6772815312749231,0.2616957506011473,0.6055030192548707,0.7631309103338271,0.2368690896661729,0.6595742379946344,0.1504776515758457,1.1197817362748634,0.5021311934444637,28.2,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_idrid__eyepacs_densenet121_erm-b32_s42__target_test[eyepacs]_predictions.csv,,,"Single-source: trained on idrid only (335 images), evaluated on unseen eyepacs. Checkpoint shared with single_source_idrid__idrid_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_eyepacs__ddr_densenet121_erm-b32_s42,2026-08-21T10:33:19+00:00,COMPLETE,single_source,"[""eyepacs""]",ddr,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,42,False,24574.0,5266.0,12424.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_eyepacs__eyepacs_densenet121_erm-b32_s42\best_qwk.pt,0.7313452983951589,0.4958229194773673,0.7147456535737282,0.5468992678118532,0.4801191242755956,0.8318576947842885,0.1681423052157115,0.8542150154503171,0.1298261034876319,1.0533697721810165,0.4397513848222626,1808.5,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_eyepacs__ddr_densenet121_erm-b32_s42__target_test[ddr]_predictions.csv,,,"Single-source: trained on eyepacs only (24574 images), evaluated on unseen ddr. Checkpoint shared with single_source_eyepacs__eyepacs_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_eyepacs__aptos_densenet121_erm-b32_s42,2026-08-21T10:33:37+00:00,COMPLETE,single_source,"[""eyepacs""]",aptos,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,42,False,24574.0,5266.0,3504.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_eyepacs__eyepacs_densenet121_erm-b32_s42\best_qwk.pt,0.8557174339718262,0.4745755008799676,0.6886415525114156,0.5290407563932428,0.3824200913242009,0.9329337899543378,0.0670662100456621,0.8070189478441124,0.1393571016740173,1.1513843435562596,0.4541863149780852,1808.5,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_eyepacs__aptos_densenet121_erm-b32_s42__target_test[aptos]_predictions.csv,,,"Single-source: trained on eyepacs only (24574 images), evaluated on unseen aptos. Checkpoint shared with single_source_eyepacs__eyepacs_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_eyepacs__idrid_densenet121_erm-b32_s42,2026-08-21T10:33:51+00:00,COMPLETE,single_source,"[""eyepacs""]",idrid,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,42,False,24574.0,5266.0,507.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_eyepacs__eyepacs_densenet121_erm-b32_s42\best_qwk.pt,0.7560023528153574,0.4813016416492998,0.5838264299802761,0.4911814710571011,0.5838264299802761,0.8481262327416174,0.1518737672583826,0.8543693259134784,0.1577555034640273,1.125446725128724,0.5715591911066185,1808.5,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_eyepacs__idrid_densenet121_erm-b32_s42__target_test[idrid]_predictions.csv,,,"Single-source: trained on eyepacs only (24574 images), evaluated on unseen idrid. Checkpoint shared with single_source_eyepacs__eyepacs_densenet121_erm-b32_s42.",False,500.0,-1.0
single_source_ddr__aptos_densenet121_erm-b32_s1,2026-08-21T10:57:31+00:00,COMPLETE,single_source,"[""ddr""]",aptos,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,1,False,8697.0,1865.0,3504.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_ddr__ddr_densenet121_erm-b32_s1\best_qwk.pt,0.774292670231983,0.4427294839137689,0.696917808219178,0.4455911746181756,0.420662100456621,0.8867009132420092,0.1132990867579908,0.7963918303917762,0.2073744787711259,1.533197182810947,0.518475490082298,781.5,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_ddr__aptos_densenet121_erm-b32_s1__target_test[aptos]_predictions.csv,,,"Single-source: trained on ddr only (8697 images), evaluated on unseen aptos. Checkpoint shared with single_source_ddr__ddr_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_ddr__idrid_densenet121_erm-b32_s1,2026-08-21T10:57:42+00:00,COMPLETE,single_source,"[""ddr""]",idrid,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,1,False,8697.0,1865.0,507.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_ddr__ddr_densenet121_erm-b32_s1\best_qwk.pt,0.5858890957075273,0.4446116983140739,0.534516765285996,0.4455451393789685,0.7080867850098619,0.7869822485207101,0.2130177514792899,0.8121697630798599,0.3409390325494537,2.41290090403566,0.7733009574072238,781.5,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_ddr__idrid_densenet121_erm-b32_s1__target_test[idrid]_predictions.csv,,,"Single-source: trained on ddr only (8697 images), evaluated on unseen idrid. Checkpoint shared with single_source_ddr__ddr_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_ddr__eyepacs_densenet121_erm-b32_s1,2026-08-21T10:58:36+00:00,COMPLETE,single_source,"[""ddr""]",eyepacs,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,1,False,8697.0,1865.0,35108.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_ddr__ddr_densenet121_erm-b32_s1\best_qwk.pt,0.3731132052725289,0.3400211100033862,0.5597584596103452,0.3574686344000724,0.7198644183661843,0.7337359006494246,0.2662640993505754,0.7538026855281299,0.3149948208960501,2.1086638284321126,0.73580950428819,781.5,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_ddr__eyepacs_densenet121_erm-b32_s1__target_test[eyepacs]_predictions.csv,,,"Single-source: trained on ddr only (8697 images), evaluated on unseen eyepacs. Checkpoint shared with single_source_ddr__ddr_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_aptos__ddr_densenet121_erm-b32_s1,2026-08-21T11:01:58+00:00,COMPLETE,single_source,"[""aptos""]",ddr,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,13.0,1,False,2809.0,341.0,12424.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_aptos__aptos_densenet121_erm-b32_s1\best_qwk.pt,0.5609743551865459,0.3952047350427501,0.6318415969092079,0.4081128212570288,0.6895524790727624,0.7233580167417901,0.2766419832582099,0.779274813312656,0.2437317220401798,1.8929849292377268,0.6169147838491532,177.2,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_aptos__ddr_densenet121_erm-b32_s1__target_test[ddr]_predictions.csv,,,"Single-source: trained on aptos only (2809 images), evaluated on unseen ddr. Checkpoint shared with single_source_aptos__aptos_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_aptos__idrid_densenet121_erm-b32_s1,2026-08-21T11:02:06+00:00,COMPLETE,single_source,"[""aptos""]",idrid,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,13.0,1,False,2809.0,341.0,507.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_aptos__aptos_densenet121_erm-b32_s1\best_qwk.pt,0.6852837260145621,0.3584088725507052,0.4457593688362919,0.4059473480568566,0.6725838264299803,0.893491124260355,0.1065088757396449,0.8187416531892169,0.3284630021282437,1.6056676082449284,0.798242584639572,177.2,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_aptos__idrid_densenet121_erm-b32_s1__target_test[idrid]_predictions.csv,,,"Single-source: trained on aptos only (2809 images), evaluated on unseen idrid. Checkpoint shared with single_source_aptos__aptos_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_aptos__eyepacs_densenet121_erm-b32_s1,2026-08-21T11:02:54+00:00,COMPLETE,single_source,"[""aptos""]",eyepacs,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,13.0,1,False,2809.0,341.0,35108.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_aptos__aptos_densenet121_erm-b32_s1\best_qwk.pt,0.4233602361004482,0.3579286477947385,0.6867380653981998,0.3533292003064416,0.5288253389540846,0.8168508602028027,0.1831491397971972,0.740335163236052,0.1874247878438467,1.4385550476149953,0.5046196101775994,177.2,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_aptos__eyepacs_densenet121_erm-b32_s1__target_test[eyepacs]_predictions.csv,,,"Single-source: trained on aptos only (2809 images), evaluated on unseen eyepacs. Checkpoint shared with single_source_aptos__aptos_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_idrid__ddr_densenet121_erm-b32_s1,2026-08-21T11:03:49+00:00,COMPLETE,single_source,"[""idrid""]",ddr,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,12.0,1,False,335.0,70.0,12424.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_idrid__idrid_densenet121_erm-b32_s1\best_qwk.pt,0.4957769356774005,0.3372028122706731,0.5923213135866066,0.3628797313858758,0.7511268512556343,0.6954282034771411,0.304571796522859,0.7655817621582409,0.1454238897958303,1.1330459795407395,0.5827018265169505,31.0,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_idrid__ddr_densenet121_erm-b32_s1__target_test[ddr]_predictions.csv,,,"Single-source: trained on idrid only (335 images), evaluated on unseen ddr. Checkpoint shared with single_source_idrid__idrid_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_idrid__aptos_densenet121_erm-b32_s1,2026-08-21T11:04:01+00:00,COMPLETE,single_source,"[""idrid""]",aptos,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,12.0,1,False,335.0,70.0,3504.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_idrid__idrid_densenet121_erm-b32_s1\best_qwk.pt,0.5113233239000199,0.3183502586873264,0.5179794520547946,0.3553433131191245,0.8002283105022832,0.718607305936073,0.2813926940639269,0.6910917696928346,0.1560388534716819,1.321185528469457,0.6557541144835308,31.0,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_idrid__aptos_densenet121_erm-b32_s1__target_test[aptos]_predictions.csv,,,"Single-source: trained on idrid only (335 images), evaluated on unseen aptos. Checkpoint shared with single_source_idrid__idrid_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_idrid__eyepacs_densenet121_erm-b32_s1,2026-08-21T11:04:49+00:00,COMPLETE,single_source,"[""idrid""]",eyepacs,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,12.0,1,False,335.0,70.0,35108.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_idrid__idrid_densenet121_erm-b32_s1\best_qwk.pt,0.2234122366296058,0.2589294933990761,0.6610174319243477,0.2571175566121059,0.6342144240628916,0.7473510311040219,0.2526489688959781,0.6568371787201043,0.1296042374484737,1.0501765408030943,0.5089112169569062,31.0,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_idrid__eyepacs_densenet121_erm-b32_s1__target_test[eyepacs]_predictions.csv,,,"Single-source: trained on idrid only (335 images), evaluated on unseen eyepacs. Checkpoint shared with single_source_idrid__idrid_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_eyepacs__ddr_densenet121_erm-b32_s1,2026-08-21T11:43:28+00:00,COMPLETE,single_source,"[""eyepacs""]",ddr,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,1,False,24574.0,5266.0,12424.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_eyepacs__eyepacs_densenet121_erm-b32_s1\best_qwk.pt,0.72707696148621,0.4937545087353182,0.7173213135866066,0.5497391668381942,0.4806825499034127,0.8309723116548615,0.1690276883451384,0.8592232997525272,0.1165857914300288,0.9988831166937724,0.4359903562106706,2287.1,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_eyepacs__ddr_densenet121_erm-b32_s1__target_test[ddr]_predictions.csv,,,"Single-source: trained on eyepacs only (24574 images), evaluated on unseen ddr. Checkpoint shared with single_source_eyepacs__eyepacs_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_eyepacs__aptos_densenet121_erm-b32_s1,2026-08-21T11:43:48+00:00,COMPLETE,single_source,"[""eyepacs""]",aptos,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,1,False,24574.0,5266.0,3504.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_eyepacs__eyepacs_densenet121_erm-b32_s1\best_qwk.pt,0.8506165432322249,0.4679952068885233,0.6886415525114156,0.5170698575421244,0.3858447488584475,0.9323630136986302,0.0676369863013698,0.8023619604824207,0.1369587290164542,1.175148122537092,0.4577533584632122,2287.1,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_eyepacs__aptos_densenet121_erm-b32_s1__target_test[aptos]_predictions.csv,,,"Single-source: trained on eyepacs only (24574 images), evaluated on unseen aptos. Checkpoint shared with single_source_eyepacs__eyepacs_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_eyepacs__idrid_densenet121_erm-b32_s1,2026-08-21T11:44:03+00:00,COMPLETE,single_source,"[""eyepacs""]",idrid,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,1,False,24574.0,5266.0,507.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_eyepacs__eyepacs_densenet121_erm-b32_s1\best_qwk.pt,0.7087670657959163,0.488000716413364,0.591715976331361,0.4874409309780904,0.5956607495069034,0.8500986193293886,0.1499013806706114,0.8530002334444602,0.1497422432640836,1.125533721853753,0.5540590127373284,2287.1,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_eyepacs__idrid_densenet121_erm-b32_s1__target_test[idrid]_predictions.csv,,,"Single-source: trained on eyepacs only (24574 images), evaluated on unseen idrid. Checkpoint shared with single_source_eyepacs__eyepacs_densenet121_erm-b32_s1.",False,500.0,-1.0
single_source_ddr__aptos_densenet121_erm-b32_s2,2026-08-21T11:58:12+00:00,COMPLETE,single_source,"[""ddr""]",aptos,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,2,False,8697.0,1865.0,3504.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_ddr__ddr_densenet121_erm-b32_s2\best_qwk.pt,0.765606914366056,0.444157591065342,0.6806506849315068,0.4477952193452862,0.4420662100456621,0.882420091324201,0.117579908675799,0.7916245192510969,0.1808198492327645,1.4394927736155254,0.5284757547996562,831.4,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_ddr__aptos_densenet121_erm-b32_s2__target_test[aptos]_predictions.csv,,,"Single-source: trained on ddr only (8697 images), evaluated on unseen aptos. Checkpoint shared with single_source_ddr__ddr_densenet121_erm-b32_s2.",False,500.0,-1.0
single_source_ddr__idrid_densenet121_erm-b32_s2,2026-08-21T11:58:22+00:00,COMPLETE,single_source,"[""ddr""]",idrid,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,2,False,8697.0,1865.0,507.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_ddr__ddr_densenet121_erm-b32_s2\best_qwk.pt,0.5795075018237021,0.4275189900633531,0.52465483234714,0.4170755052917741,0.7120315581854043,0.7830374753451677,0.2169625246548323,0.8285973791608139,0.3174883072545542,2.1281239998347217,0.7422317283665593,831.4,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_ddr__idrid_densenet121_erm-b32_s2__target_test[idrid]_predictions.csv,,,"Single-source: trained on ddr only (8697 images), evaluated on unseen idrid. Checkpoint shared with single_source_ddr__ddr_densenet121_erm-b32_s2.",False,500.0,-1.0
single_source_ddr__eyepacs_densenet121_erm-b32_s2,2026-08-21T11:59:13+00:00,COMPLETE,single_source,"[""ddr""]",eyepacs,densenet121,linear,erm,cross_entropy,,224,32,1.0,32.0,0.0003,0.0001,20.0,20.0,2,False,8697.0,1865.0,35108.0,,,,D:\Research Code\dr_domain_generalization\outputs\checkpoints\single_source_ddr__ddr_densenet121_erm-b32_s2\best_qwk.pt,0.3558466076932591,0.3398408210212347,0.5419562492879116,0.3573380008677077,0.7526774524324941,0.7173293836162697,0.2826706163837302,0.7500730258775806,0.2884999973572332,1.955978935465556,0.737508830498773,831.4,,6.96,6.96,D:\Research Code\dr_domain_generalization\outputs\predictions\single_source_ddr__eyepacs_densenet121_erm-b32_s2__target_test[eyepacs]_predictions.csv,,,"Single-source: trained on ddr only (8697 images), evaluated on unseen eyepacs. Checkpoint shared with single_source_ddr__ddr_densenet121_erm-b32_s2.",False,500.0,-1.0
