split,domain,n,qwk,f1_macro,balanced_accuracy,accuracy,mae_grade,within_1_grade,severe_error_rate,auroc_macro,ece,ece_scaled,nll,nll_scaled,brier
source_val,aptos+ddr,2206,0.878708061067158,0.6683223343685301,0.6457576239124828,0.8454215775158658,0.22665457842248413,0.9329102447869447,0.06708975521305531,0.9443239415927328,0.07968896870600131,0.020279632870965243,0.5433798948003908,0.4464967833877776,0.24725504259656314
target_test[idrid],idrid,507,0.6823144986599111,0.4322832100892861,0.5221380544898583,0.4911242603550296,0.6469428007889546,0.8915187376725838,0.10848126232741617,0.8672238209730105,0.34564772459882254,0.22613142555786309,2.14000383597265,1.4436919137043565,0.8148277293928943
