domain,n_test,in_domain_qwk,lodo_qwk,delta_qwk,ci_lower,ci_upper,ci_excludes_zero
ddr,1862,0.8756732243528843,0.7287261377429576,-0.14694708660992672,-0.1760364868261774,-0.11643594224642129,True
aptos,354,0.9091092159449037,0.8742308067415,-0.03487840920340368,-0.07325652804636124,0.0035192696839303236,False
idrid,102,0.5883863529165139,0.6661646295545386,0.07777827663802472,-0.09046384806485254,0.25980079052110044,False
eyepacs,5268,0.7089828230314528,0.4071809028247061,-0.3018019202067467,-0.32999304340612895,-0.27506201571102357,True
