label,source_qwk,target_qwk,source_f1_macro,target_f1_macro,source_accuracy,target_accuracy,source_ece,target_ece
DDR+APTOS -> IDRiD,0.878708061067158,0.6823144986599111,0.6683223343685301,0.4322832100892861,0.8454215775158658,0.4911242603550296,0.07968896870600131,0.34564772459882254
